SubjectCode,Session,Topic,Learning-Teaching Type,LO,ITU,Student Materials,S-Download,Student's Tasks,URLs
CEA201,54,Assessing exercises of chapter 15Chapter 16 Instruction-Level Parallelism and Superscalar Processors16.2 Design Issues,Offline,CLO9,,"- Slide- Text Book,",,Do exercises,
CEA201,55,Assessing exercises of chapter 16Chapter 17 Parallel Processing17.1 Multiple Processor Organizations17.2 Symmetric Multiprocessors,Offline,CLO9,,"- Slide- Text Book,",,Do exercises,
CEA201,56,Assessing exercises of chapter 16Chapter 17 Parallel Processing17.3 Cache Coherence and the MESI Protocol17.4 Multithreading and Chip Multiprocessors,Offline,CLO9,,"- Slide- Text Book,",,Do exercises,
CEA201,57,Assessing exercises of chapter 16Chapter 18 Multicore Computers18.1 Hardware Performance Issues18.2 Software Performance Issues,Offline,CLO9,,"- Slide- Text Book,",,Do exercises,
CEA201,58,Assessing exercises of chapter 16Chapter 18 Multicore Computers18.3 Multicore Organization,Offline,CLO9,,"- Slide- Text Book,",,Do exercises,
CEA201,59,Assessing assigmentsReview 1,Offline,,,,,,
CEA201,60,Assessing assigmentsReview 2,Offline,,,,,,
CSD203,1,Course Introduction1.1. Using Arrays1.2. Singly Linked Lists,Offline,CLO1,IT,- Slides: Chapter 1Text book:- Chapter 5 page 184 - 224- Chapter 7 page 256-275,mat1,"Read Chapter 1,5,7",
CSD203,2,1.3. Circularly Linked Lists1.4. Doubly Linked Lists,Offline,CLO1,IT,- Slides: Chapter 1Text book:- Chapter 5 page 184 - 224- Chapter 7 page 256-275,,"Read Chapter 1,5,7",
CSD203,3,Progress test and/orReview ExercisesGuiding Exercises/Assignment,Offline,CLO 1,U,"slide chapter 1, 5, 7Lab 1: Lab1_st (.docx file)",,"Review Chapter 1, 5, 7Do Lab 1",
CSD203,4,Progress test and/orReview ExercisesGuiding Exercises/Assignment (cont.),Offline,CLO 1,U,"slide chapter 1, 5, 7Lab 1: Lab1_st (.docx file)",,"Review Chapter 1, 5, 7Do Lab 1",
CSD203,5,2.1 StacksGuiding Exercises/Assignment,Offline,CLO 2,TU,- Slides: Chapter 6- Text book: Chapter 6 page 228-238,drive.google.com,Read Chapter 6Do Lab 2,
CSD203,6,2.1 StacksGuiding Exercises/Assignment (cont.),Offline,CLO 2,TU,- Slides: Chapter 6- Text book: Chapter 6 page 228-238,drive.google.com,Read Chapter 6Do Lab 2,
CSD203,7,2.2 Queues2.3 Double-Ended Queues (Deque),Offline,CLO 2,T,- Slides: Chapter 6- Text book: Chapter 6 page 239-250,drive.google.com,Read Chapter 6Do Lab 2,
CSD203,8,2.4 The Priority Queue,Offline,CLO 2,T,- Slides: Chapter 6- Text book: Chapter 6 page 239-250,drive.google.com,Read Chapter 6Do Lab 2,
CSD203,9,Progress test and/orReview ExercisesGuiding Exercises/Assignment,Offline,CLO 2,U,- Slides: Chapter 6- Textbook- Lab 2: Lab2 (.docx file),,Review Chapter 6Do Lab 2,
CSD203,10,Progress test and/orReview ExercisesGuiding Exercises/Assignment (cont.),Offline,CLO 2,U,- Slides: Chapter 6- Textbook- Lab 2: Lab2 (.docx file),,Review Chapter 6Do Lab 2,
CSD203,11,3.1 Illustrative Examples3.1.1 The Factorial Function3.1.2 Binary Search3.1.3 File Systems3.2 Analyzing Recursive Algorithms,Offline,CLO 3,T,- Slides: Chapter 4- Text book: Chapter 4 page 148 - 180,drive.google.com,Read Chapter 4,
CSD203,12,3.3 Further Examples of Recursion3.3.1 Linear Recursion3.3.2 Binary Recursion3.3.3 Multiple Recursion3.4 Designing Recursive Algorithms3.5 Eliminating Tail Recursion,Offline,CLO 3,T,- Slides: Chapter 4- Text book: Chapter 4 page 148 - 180,drive.google.com,Read Chapter 4,
CSD203,13,Progress test and/orReview ExercisesGuiding Exercises/Assignment,Offline,CLO 3,U,Lab 3: Lab3 (.docx file),,Do Lab 3,
CSD203,14,Progress test and/orReview ExercisesGuiding Exercises/Assignment (cont.),Offline,CLO 3,U,Lab 3: Lab3 (.docx file),,Do Lab 3,
CSD203,15,4.1 General Trees4.1.1 Tree Definitions and Properties4.1.2 The Tree Abstract Data Type4.2 Binary Trees   -  . 3174.2.1 The Binary Tree Abstract Data Type4.2.2 Properties of Binary Trees,Offline,CLO 4,T,- Slides: Chapter 8- Text book: Chapter 8 page 300 - 310,drive.google.com,Read Chapter 8,
CSD203,16,4.3 Implementing Trees4.4 Tree Traversal Algorithms,Offline,CLO 4,T,- Slides: Chapter 8- Text book: Chapter 8 page 300 - 310,drive.google.com,Read Chapter 8,
CSD203,17,Progress test and/orReview ExercisesGuiding Exercises/Assignment,Offline,CLO 4,U,Lab 4: Lab4 (.docx file)- Text book: Chapter 8 page 300 - 310,,Review Chapter 8Do Lab 4,
CSD203,18,Progress test and/orReview ExercisesGuiding Exercises/Assignment (cont.),Offline,CLO 4,U,Lab 4: Lab4 (.docx file)- Text book: Chapter 8 page 300 - 310,,Review Chapter 8Do Lab 4,
CSD203,19,4.5 Binary Search Trees4.5.1 Searching Within a Binary Search Tree,Offline,CLO 4,T,- Slides: Chapter 11- Text book: Chapter 11 page 460 - 473,drive.google.com,Read Chapter 11,
CSD203,20,4.5.2 Insertions and Deletions,Offline,CLO 4,T,- Slides: Chapter 11- Text book: Chapter 11 page 460 - 473,drive.google.com,Read Chapter 11,
CSD203,21,Progress test and/orReview ExercisesGuiding Exercises/Assignment,Offline,CLO 4,U,- slide chapter 11- Lab 4: Lab4 (.docx file)- Text book: Chapter 11 page 460 - 473,,Review Chapter 11Do Lab 4,
CSD203,22,Progress test and/orReview ExercisesGuiding Exercises/Assignment (cont.),Offline,CLO 4,U,- slide chapter 11- Lab 4: Lab4 (.docx file)- Text book: Chapter 11 page 460 - 473,,Review Chapter 11Do Lab 4,
CSD203,23,4.6 Balanced Search Trees4.7 AVL Trees,Offline,CLO 4,T,"- Slides: Chapter 11, 9- Chapter 11 page 475 - 488- Chapter 9 page 370 - 384",drive.google.com,"Read Chapter 9,11",
CSD203,24,4.8 Heaps,Offline,CLO 4,T,"- Slides: Chapter 11, 9- Chapter 11 page 475 - 488- Chapter 9 page 370 - 384",drive.google.com,"Read Chapter 9,11",
CSD203,25,Progress test and/orReview ExercisesGuiding Exercises/Assignment,Offline,CLO 4,U,- Lab 4: Lab4 (.docx file),,Do Lab 4,
CSD203,26,Progress test and/orReview ExercisesGuiding Exercises/Assignment (cont.),Offline,CLO 4,U,- Lab 4: Lab4 (.docx file),,Do Lab 4,
CSD203,27,Progress test 1 and review,Offline,,U,- Content 1 - 4- Text book- Prgress test 1,,Review Content 1 - 4Do Prgress test 1,
CSD203,28,Progress test 1 and review (cont.),Offline,,U,- Content 1 - 4- Text book- Prgress test 1,,Review Content 1 - 4Do Prgress test 1,
CSD203,29,5.1 Graphs5.2 Data Structures for Graphs5.2.1 Edge List Structure5.2.2 Adjacency List Structure5.2.3 Adjacency Matrix Structure,Offline,CLO 5,T,- Slides: Chapter 14- Text book: Chapter 14 page 620 - 648,drive.google.com,Read Chapter 14,
CSD203,30,5.3 Graph Traversals5.3.1 Depth-First Search5.3.3 Breadth-First Search,Offline,CLO 5,T,- Slides: Chapter 14- Text book: Chapter 14 page 620 - 648,drive.google.com,Read Chapter 14,
CSD203,31,Progress test and/or AssignmenReview ExercisesGuiding Exercises/Assignmen,Offline,CLO 5,U,- slide chapter 14- Lab 5: Lab5 (.docx file)- Assignment 1,,Review Chapter 14Do Lab 5Do - Assignment 1,
CSD203,32,Progress test and/or AssignmenReview ExercisesGuiding Exercises/Assignmen (cont.),Offline,CLO 5,U,- slide chapter 14- Lab 5: Lab5 (.docx file)- Assignment 1,,Review Chapter 14Do Lab 5Do - Assignment 1,
CSD203,33,5.4 Shortest Paths5.4.1 Weighted Graphs,Offline,CLO 5,T,- Slides: Chapter 14- Text book: Chapter 14 page 659 - 669,drive.google.com,Read Chapter 14,
CSD203,34,5.4.2 Dijkstra’s Algorithm,Offline,CLO 5,T,- Slides: Chapter 14- Text book: Chapter 14 page 659 - 669,drive.google.com,Read Chapter 14,
CSD203,35,Progress test and/orReview ExercisesGuiding Exercises/Assignmen,Offline,CLO 5,U,- slide chapter 14- Lab 5: Lab5 (.docx file),,Review Chapter 14Do Lab 5,
CSD203,36,Progress test and/orReview ExercisesGuiding Exercises/Assignmen (cont.),Offline,CLO 5,U,- slide chapter 14- Lab 5: Lab5 (.docx file),,Review Chapter 14Do Lab 5,
CSD203,37,5.5 Minimum Spanning Trees5.5.1 Prim-Jarn´ık Algorithm5.5.2 Kruskal’s Algorithm,Offline,CLO 5,T,- Slides: Chapter 14- Text book: Chapter 14 page 670 - 685,drive.google.com,Read Chapter 14,
CSD203,38,5.6. Euler's tour and Euler's cycle,Offline,CLO 5,T,- Slides: Chapter 14- Text book: Chapter 14 page 670 - 685,drive.google.com,Read Chapter 14,
CSD203,39,Progress test and/orReview ExercisesGuiding Exercises/Assignmen,Offline,CLO 5,U,- slide chapter 14- Lab 5: Lab5 (.docx file),,Review Chapter 14Do Lab 5,
CSD203,40,Progress test and/orReview ExercisesGuiding Exercises/Assignmen (cont.),Offline,CLO 5,U,- slide chapter 14- Lab 5: Lab5 (.docx file),,Review Chapter 14Do Lab 5,
CSD203,41,6.1 Selection-Sort6.2 Insertion-Sort,Offline,CLO 6,T,"- Slides: Chapter 9, 12- Text book: Chapter 9 page 385 -386- Chapter 12 page 550 - 559",drive.google.com,"Read Chapter 9, 12",
CSD203,42,6.3 Bubble-sort6.4 Quick-Sort,Offline,CLO 6,T,"- Slides: Chapter 9, 12- Text book: Chapter 9 page 385 -386- Chapter 12 page 550 - 559",drive.google.com,"Read Chapter 9, 12",
CSD203,43,Progress test and/orReview ExercisesGuiding Exercises/Assignmen,Offline,CLO 6,U,"- slide chapter 9, 12- Lab 6: Lab6 (.docx file)",,"Review Chapter 9, 12Do Lab 6",
CSD203,44,Progress test and/orReview ExercisesGuiding Exercises/Assignmen (cont.),Offline,CLO 6,U,"- slide chapter 9, 12- Lab 6: Lab6 (.docx file)",,"Review Chapter 9, 12Do Lab 6",
CSD203,45,6.5 Merge-Sort6.6 Heap-Sort,Offline,CLO 6,T,"- Slides: Chapter 9, 12- Text book: Chapter 9 page 370 -388- Text book: Chapter 12 page 538 - 547",drive.google.com,"Read Chapter 9, 12",
CSD203,46,6.7 Linear-Time Sorting: Bucket-Sort and Radix-Sort6.8 Comparing Sorting Algorithms,Offline,CLO 6,T,"- Slides: Chapter 9, 12- Text book: Chapter 9 page 370 -388- Text book: Chapter 12 page 538 - 547",drive.google.com,"Read Chapter 9, 12",
CSD203,47,Progress test and/orReview ExercisesGuiding Exercises/Assignmen,Offline,CLO 6,U,"- slide chapter 9, 12- Lab 6: Lab6 (.docx file)",,"Review Chapter 9, 12Do Lab 6",
CSD203,48,Progress test and/orReview ExercisesGuiding Exercises/Assignmen (cont.),Offline,CLO 6,U,"- slide chapter 9, 12- Lab 6: Lab6 (.docx file)",,"Review Chapter 9, 12Do Lab 6",
CSD203,49,7.1 Hash Tables7.2 Hash Functions7.3 Collision-Handling,Offline,CLO 7,T,- Slides: Chapter 10- Text book: Chapter 10 page 410 - 422,drive.google.com,Read Chapter 10,
CSD203,50,"7.4 Load Factors, Rehashing, and Efficiency7.5 Python Hash Table Implementation",Offline,CLO 7,T,- Slides: Chapter 10- Text book: Chapter 10 page 410 - 422,drive.google.com,Read Chapter 10,
CSD203,51,Progress test and/orReview ExercisesGuiding Exercises/Assignmen,Offline,CLO 7,U,Lab 7: Lab7 (.docx file),,Do Lab 7,
CSD203,52,Progress test and/orReview ExercisesGuiding Exercises/Assignmen (cont.),Offline,CLO 7,U,Lab 7: Lab7 (.docx file),,Do Lab 7,
CSD203,53,8.1 Abundance of Digitized Text8.2 Pattern-Matching Algorithms8.2.1 Brute Force8.2.2 The Knuth-Morris-Pratt Algorithm,Offline,CLO 8,T,- Slides: Chapter 13- Text book: Chapter 13 page 581 -612,drive.google.com,Read Chapter 13,
CSD203,54,8.3 Text Compression8.3.1 The Huffman Coding Algorithm8.3.2 The LZW Algorithm8.3.3 The Run-length Encoding Algorithm,Offline,CLO 8,T,- Slides: Chapter 13- Text book: Chapter 13 page 581 -612,drive.google.com,Read Chapter 13,
CSD203,55,Progress test and/orReview ExercisesGuiding Exercises/Assignmen,Offline,CLO 8,U,slide chapter 13Lab 8: Lab 8 (.docx file),,Review Chapter 13Do Lab 8,
CSD203,56,Progress test and/orReview ExercisesGuiding Exercises/Assignmen (cont.),Offline,CLO 8,U,slide chapter 13Lab 8: Lab 8 (.docx file),,Review Chapter 13Do Lab 8,
CSD203,57,Course reviewPractical Exam,Offline,,I,Review the course- Assignment 2,,Review the course- Do Assignment 2,
CSD203,58,Course reviewPractical Exam (cont.),Offline,,I,Review the course- Assignment 2,,Review the course- Do Assignment 2,
CSD203,59,Progress test 2 and review,Offline,,"U, I",Content 5 - 8Text bookPrgress test 2,,Review the courseDo Prgress test 2,
CSD203,60,Progress test 2 and review (cont.),Offline,,"U, I",Content 5 - 8Text bookPrgress test 2,,Review the courseDo Prgress test 2,
DBI202-OLD,1,1.1 The Evolution of Database Systems1.2 Overview of Database Management System1.3 Outline of Database-System StudiesAssignment Introduction (individual),Offline,,,,DBI202,"Read chapter 1  in text book, focus on 1.1 and 1.2",
DBI202-OLD,2,2.1 An Overview of Data Models2.2 Basics of the Relational Model,Offline,,,,DBI202,"Read chapter 2  in text book, focus on 2.1 and 2.2",
DBI202-OLD,3,2.3 Defining a Relation Schema in SQL,Offline,,,,,"Read chapter 2  in text book, focus on 2.3",
DBI202-OLD,4,2.4 An Algebraic Query Language,Offline,,,,,"Read chapter 2  in text book, focus on 2.4",
DBI202-OLD,5,Lab1 assistance,Offline,,,,,Do lab 1 as homework,
DBI202-OLD,6,Assignment assistance,Offline,,,,,Prepare the assignment proposal,
DBI202-OLD,7,3.1 Functional Dependencies3.2 Rules About Functional Dependencies,Offline,,,,,"Read chapter 3  in text book, focus on 3.1 and 3.2",
DBI202-OLD,8,3.3 Design of Relational Database Schema,Offline,,,,,"Read chapter 3  in text book, focus on 3.3",
DBI202-OLD,9,3.5 Third Normal Form,Offline,,,,,"Read chapter 3  in text book, focus on 3.5",
DBI202-OLD,10,Lab 2 assistance,Offline,,,,,Do lab 2 as homework,
DBI202-OLD,11,Progress test 1 (<=30')Assignment assistance,Offline,,,,,,
DBI202-OLD,12,4.1 The Entity / Relationship Model4.2 Design Principles,Offline,,,,,"Read chapter 4  in text book, focus on 4.1 and 4.2",
DBI202-OLD,13,4.3 Constraints in the E / R Model4.4 Weak Entity Sets,Offline,,,,,"Read chapter 4  in text book, focus on 4.3 and 4.4",
DBI202-OLD,14,4.5 From E / R Diagrams to Relational Designs4.6 Converting Subclass Structures to Relations,Offline,,,,,"Read chapter 4  in text book, focus on 4.5 and 4.6",
DBI202-OLD,15,Lab 3 assistance,Offline,,,,,Do lab 3 as homework,
DBI202-OLD,16,Assignment assistance,Offline,,,,,,
DBI202-OLD,17,6.1 Simple Queries in SQL6.2 Queries Involving More Than One Relation,Offline,,,,,"Read chapter 6  in text book, focus on 6.1 and 6.2",
DBI202-OLD,18,6.2 Queries Involving More Than One Relation (cont)6.3 Subqueries,Offline,,,,,"Read chapter 6  in text book, focus on 6.2 and 6.3",
DBI202-OLD,19,6.4 Full-Relation Operations,Offline,,,,,"Read chapter 6  in text book, focus on 6.4",
DBI202-OLD,20,6.5 Database Modifications6.6 Transactions in SQL,Offline,,,,,"Read chapter 6  in text book, focus on 6.5 and 6.6",
DBI202-OLD,21,Lab 4 assistance,Offline,,,,,Do lab 4 as homework,
DBI202-OLD,22,Assignment assistance (focus on query),Offline,,,,,,
DBI202-OLD,23,7.1 Keys and Foreign Keys7.2 Constraints on Attributes and Tuples(implement constraints with MS SQL Server),Offline,,,,,"Read chapter 7  in text book, focus on 7.1 and 7.2",
DBI202-OLD,24,7.5 Triggers(implement trigger with MS SQL Server),Offline,,,,,"Read chapter 7  in text book, focus on 7.5",
DBI202-OLD,25,Assignment assistance,Offline,,,,,,
DBI202-OLD,26,9. PSM/Stored Procedures(implement stored procedure with MS SQL Server),Offline,,,,,Read chapter 9  in text book,
DBI202-OLD,27,Progress Test 2 (<=30')Lab 5 assistance,Offline,,,,,Do lab 5 as homework,
DBI202-OLD,28,Assignment Evaluation,Offline,,,,,Submit assignment,
DBI202-OLD,29,Assignment Evaluation,Offline,,,,,,
DBI202-OLD,30,Course Summary,Offline,,,,,Submit assignment,
DBI202,1,Chapter 1. The Worlds of Database Systems1.1 The Evolution of Database Systems1.2 Overview of Database Management System,Offline,LO1,I,"Textbook, slides",DBI202,"Read chapter 1  in text book, focus on 1.1 and 1.2",
DBI202,2,1.3 Outline of Database-System StudiesAssignment Introduction (individual),Offline,LO1,I,"Textbook, slides",DBI202,"Read chapter 1  in text book, focus on 1.1 and 1.2",
DBI202,3,Chapter 2. The Relational Model of Data2.1 An Overview of Data Models,Offline,LO2,IT,"Textbook, slides",,"Read chapter 2  in text book, focus on 2.1 and 2.2",
DBI202,4,2.2 Basics of the Relational Model,Offline,LO2,"I,T","Textbook, slides",,"Read chapter 2  in text book, focus on 2.1 and 2.2",
DBI202,5,2.4 An Algebraic Query Language,Offline,LO2,"I,T","Textbook, slides",,"Read chapter 2  in text book, focus on 2.4",
DBI202,6,2.4 An Algebraic Query Language (cont.),Offline,LO2,"I,T","Textbook, slides",,"Read chapter 2  in text book, focus on 2.4",
DBI202,7,Lab1 assistance,Offline,"LO1, LO2",U,"Textbook, slides, lab's questions",,Do lab 1 as homework,
DBI202,8,Lab1 assistance (cont.),Offline,"LO1, LO2",U,"Textbook, slides, lab's questions",,Do lab 1 as homework,
DBI202,9,Chapter 3. Design Theory for Relational Databases3.1 Functional Dependencies,Offline,LO3,"I, T","Textbook, slides",,"Read chapter 3  in text book, focus on 3.1 and 3.2",
DBI202,10,3.2 Rules About Functional Dependencies,Offline,LO3,"I, T","Textbook, slides",,"Read chapter 3  in text book, focus on 3.1 and 3.2",
DBI202,11,3.3 Design of Relational Database Schema,Offline,LO3,"I, T","Textbook, slides",,"Read chapter 3  in text book, focus on 3.3",
DBI202,12,3.3 Design of Relational Database Schema (cont.),Offline,LO3,"I, T","Textbook, slides",,"Read chapter 3  in text book, focus on 3.3",
DBI202,13,"3.5 Normal Forms (1NF, 2NF)",Offline,LO3,"I, T","Textbook, slides",,"Read chapter 3  in text book, focus on 3.5",
DBI202,14,"3.5 Normal Forms (cont. 3NF, BCNF)",Offline,LO3,"I, T","Textbook, slides",,"Read chapter 3  in text book, focus on 3.5",
DBI202,15,Lab 2 assistance,Offline,LO3,U,"'Textbook, slides, lab's questions",,Do lab 2 as homework,
DBI202,16,Lab 2 assistance (cont.),Offline,LO3,U,"'Textbook, slides, lab's questions",,Do lab 2 as homework,
DBI202,17,Progress test 1 (<=30')Assignment assistance,Offline,"LO1, LO2, LO3","I, U","Textbook, slides,assignment's questions",,Do assignment as homework,
DBI202,18,Assignment assistance (cont.),Offline,"LO1, LO2, LO3","I, U","Textbook, slides,assignment's questions",,Do assignment as homework,
DBI202,19,Chapter 4. High-Level Database Models4.1 The Entity / Relationship Model,Offline,LO4,"I, T","Textbook, slides",,"Read chapter 4  in text book, focus on 4.1, 4.2 and 4.3",
DBI202,20,4.2 Design Principles4.3 Constraints in the E / R Model,Offline,LO4,"I, T","Textbook, slides",,"Read chapter 4  in text book, focus on 4.1, 4.2 and 4.3",
DBI202,21,4.4 Weak Entity Sets4.5 From E / R Diagrams to Relational Models,Offline,LO4,"I, T, U","Textbook, slides",,"Read chapter 4  in text book, focus on 4.4, 4.5 and 4.6",
DBI202,22,4.6 Converting Subclass Structures to Relations,Offline,LO4,"I, T, U","Textbook, slides",,"Read chapter 4  in text book, focus on 4.4, 4.5 and 4.6",
DBI202,23,Lab 3 assistance,Offline,LO4,U,"Textbook, slides, lab's questions",,Do lab 3 as homework,
DBI202,24,Lab 3 assistance (cont.),Offline,LO4,U,"Textbook, slides, lab's questions",,Do lab 3 as homework,
DBI202,25,Assignment assistance,Offline,"LO1, LO2, LO3, LO4",U,"Textbook, slides,assignment's questions",,Do assignment as homework,
DBI202,26,Assignment assistance (cont.),Offline,"LO1, LO2, LO3, LO4",U,"Textbook, slides,assignment's questions",,Do assignment as homework,
DBI202,27,Chapter 6. The Database Language SQL6.1 Data Definition Lanaguage (DDL),Offline,LO5,"I,T","Textbook, slides",,"Read chapter 6  in text book, focus on 6.1 and 6.2",
DBI202,28,DDL (cont.),Offline,LO5,"I,T","Textbook, slides",,"Read chapter 6  in text book, focus on 6.1 and 6.2",
DBI202,29,"6.2. Implement constraints on attributes with MS SQL Server (Keys and Foreign Keys, UNIQUE, CHECK,..)",Offline,LO5,"I,T","Textbook, slides",,"Read chapter 7  in text book, focus on 7.1 and 7.2",
DBI202,30,6.2. Implement constraints on attributes with MS SQL Server  (cont.),Offline,LO5,"I,T","Textbook, slides",,"Read chapter 7  in text book, focus on 7.1 and 7.2",
DBI202,31,6.3 DML introduction & Basic of SQL Queries,Offline,LO5,"I,T","Textbook, slides",,Read chapter 6  in text book,
DBI202,32,DML (cont.),Offline,LO5,"I,T","Textbook, slides",,Read chapter 6  in text book,
DBI202,33,6.4 Query on more one relation,Offline,LO5,"I,T","Textbook, slides",,Read chapter 6  in text book,
DBI202,34,6.4 Query on more one relation (cont.),Offline,LO5,"I,T","Textbook, slides",,Read chapter 6  in text book,
DBI202,35,6.5 Nested Queries in SQL,Offline,LO5,"T,U","Textbook, slides",,Read chapter 6  in text book,
DBI202,36,6.5 Nested Queries in SQL (cont.),Offline,LO5,"T,U","Textbook, slides",,Read chapter 6  in text book,
DBI202,37,6.6 Aggregation Queries in SQL,Offline,LO5,"T,U","Textbook, slides",,Read chapter 6  in text book,
DBI202,38,6.6 Aggregation Queries in SQL (cont.),Offline,LO5,"T,U","Textbook, slides",,Read chapter 6  in text book,
DBI202,39,"6.7 Database Modifications (INSERT, UPDATE statement)",Offline,LO5,"T,U","Textbook, slides",,Read chapter 6  in text book,
DBI202,40,6.7 Database Modifications (cont. DELETE statement),Offline,LO5,"T,U","Textbook, slides",,Read chapter 6  in text book,
DBI202,41,Chapter 7. Practical Issues of database application7.1. Index,Offline,LO7,"I,T, U","Textbook, slides",,Read chapter 6  in text book,
DBI202,42,Index (cont.),Offline,LO7,"I,T, U","Textbook, slides",,Read chapter 6  in text book,
DBI202,43,"7.2. Transaction, View and Query Optimization",Offline,"LO6, LO7","I,T, U","Textbook, slides",,Read chapter 6  in text book,
DBI202,44,"7.2. Transaction, View and Query Optimization (cont.)",Offline,"LO6, LO7","I,T, U","Textbook, slides",,Read chapter 6  in text book,
DBI202,45,Lab 4 assistance,Offline,"LO5, LO6, LO7",U,"Textbook, slides, lab's questions",,Do lab 4 as homework,
DBI202,46,Lab 4 assistance (cont.),Offline,"LO5, LO6, LO7",U,"Textbook, slides, lab's questions",,Do lab 4 as homework,
DBI202,47,Assignment assistance (focus on query),Offline,"LO1, LO2, LO3, LO4, LO5, LO7",U,"'Textbook, slides,assignment's questions",,Do assignment as homework,
DBI202,48,Assignment assistance (focus on query) (cont.),Offline,"LO1, LO2, LO3, LO4, LO5, LO7",U,"'Textbook, slides,assignment's questions",,Do assignment as homework,
DBI202,49,Chapter 8. Constraints and T-SQL Programming8.1 Triggers,Offline,LO6,"T,U","Textbook, slides",,"Read chapter 7  in text book, focus on 7.5",
DBI202,50,8.2 Constraint with triggers,Offline,LO6,"T,U","Textbook, slides",,"Read chapter 7  in text book, focus on 7.5",
DBI202,51,"8.3 View, Function",Offline,LO6,T,"Textbook, slides",,Read chapter 7  in text book,
DBI202,52,"8.3 View, Function (cont.)",Offline,LO6,T,"Textbook, slides",,Read chapter 7  in text book,
DBI202,53,8.4 Cursors,Offline,LO6,T,"Textbook, slides",,Read chapter 9  in text book,
DBI202,54,8.5 Implement stored procedure with MS SQL Server,Offline,LO6,T,"Textbook, slides",,Read chapter 9  in text book,
DBI202,55,Progress test 2Lab 5 assistance,Offline,"LO4, LO5, LO6, LO7",U,"Textbook, slides, lab's questions",,Do lab 5 as homework,
DBI202,56,Lab 5 assistance (cont.),Offline,"LO4, LO5, LO6, LO7",U,"Textbook, slides, lab's questions",,Do lab 5 as homework,
DBI202,57,Assignment review,Offline,"LO1, LO2, LO3, LO4, LO5, LO6, LO7",U,"'Textbook, slides,assignment's questions",,Do assignment as homework,
DBI202,58,Assignment review (cont.),Offline,"LO1, LO2, LO3, LO4, LO5, LO6, LO7",U,"'Textbook, slides,assignment's questions",,Do assignment as homework,
DBI202,59,Review,Offline,All LOs,,,,,
DBI202,60,Review,Offline,All LOs,,,,,
JPD113,1,Tiết 1:(*) Giới thiệu khái quát về chương trình(*) Giới thiệu về tiếng Nhật,"Lecture, Active learning, In-class lecture",CLO1,"I, T,U",Slide của slot 1 (tiết 1),JPD113,1) Nắm được khái quát về chương trình môn JPD113; nắm được những nét cơ bản về tiếng Nhật.2) Ôn tập các nội dung được nêu.3) Dùng https://heyjapan.net/ để luyện tập bảng chữ đã học.,
JPD113,2,Tiết 2:(*) Học Hiragana: 20 chữ đầu tiên(*) Chào hỏi cơ bản 1,"Lecture, Active learning, Practice",CLO1,"I, T,U",Slide của slot 1 (tiết 2),JPD113,"1) Tiến hành luyện viết, đọc 20 chữ hiragana đầu.2) Nắm được các mẫu câu chào hỏi cơ bản 1.",
JPD113,3,Tiết 1:(*) Luyện tập: Hiragana và Chào hỏi cơ bản 1(*) Học Hiragana: 26 chữ tiếp theo,"Lecture, Practice, Active learning",CLO1,ITU,Slide của slot 2 (tiết 1),JPD113_3,"1) Luyện tập các chữ đã học ở buổi trước.2) Tiến hành luyện đọc, luyện viết 26 chữ Hiragana tiếp.3) Xác nhận các thông tin chưa rõ.4) Dùng https://heyjapan.net/ để luyện tập bảng chữ đã học.",
JPD113,4,Tiết 2:(*) Học Hiragana: âm đục(*) Chào hỏi cơ bản 2,"Lecture, Roleplay, Active learning",CLO1,"I, T,U",Slide của slot 2 (tiết 2),JPD113_4,1) Ôn tập các chữ cái đã học buổi trước2) Luyện đọc  và nhận biết các âm đục3) Học chào hỏi cơ bản 2 (tiếp)4) Dùng https://heyjapan.net/ để luyện tập bảng chữ đã học,
JPD113,5,"Tiết 1(*) Luyện tập: Hiragana và Chào hỏi cơ bản 2(*) Học Hiragana: Âm ghép, âm mũi","Roleplay, Active learning, Practice",CLO1,"I, T,U",Slide của slot 3 (tiết 1),JPD113_5,"1) Luyện tập các chữ cái đã học ở buổi trước2) Luyện đọc và nhận diện âm ghép, âm mũi3) Xác nhận các thông tin chưa rõ4) Dùng https://heyjapan.net/ để luyện tập bảng chữ đã học",
JPD113,6,Tiết 2(*) Chào hỏi cơ bản 3(*) câu dùng trong lớp học…,"Lecture, Roleplay, Active learning, Practice",CLO1,"I, T,U",Slide của slot 3 (tiết 2),JPD113_6,1) Học chào hỏi cơ bản 32) Luyện tập các câu dùng trong lớp học3) Dùng https://heyjapan.net/ để luyện tập bảng chữ đã học,
JPD113,7,Tiết 1:(*) Luyện tập: Hiragana và Chào hỏi cơ bản 3(*) Học Hiragana: Âm dài,"Roleplay, Active learning, Practice",CLO1,"I, T,U",Slide của slot 4 (tiết 1),JPD113_7,1) Luyện tập bảng hiragana và chào hỏi cơ bản 32) Luyện đọc và nhận diện âm dài3) Dùng https://heyjapan.net/ để luyện tập bảng chữ đã học,
