SubjectCode,Session No,Name,Details
MAE101,26,CT_CQ1,Condition for a homogeneous system to have a nontrivial solution
MAE101,26,HCM_CQ36,What are homogeneous systems?
MAE101,27,CQ1_DN,"How to find the result of Matrix Addition, Scalar Multiplication, Transposition."
MAE101,27,CT_CQ1,Practicing some matrix operations
MAE101,27,HCM_CQ37,"How do we define addition, scalar multiplication, and transpose operations of matrices?"
MAE101,27,HCM_CQ38,State at least 2 properties of matrix addition.
MAE101,28,CT_CQ1,What is the condition to multiply the matrix by the vector?
MAE101,28,HCM_CQ39,Can we do the multiplication of any two matrices together?
MAE101,28,HCM_CQ40,State at least 2 properties of matrix multiplication.
MAE101,29,CQ1_DN,How to use matrix -vector multiplication as Matrix Transformation in R^2.
MAE101,29,CT_CQ1,What is matrix transformation? For example.
MAE101,29,HCM_CQ41,What is the 'matrix transformation'?
MAE101,29,HCM_CQ42,What is the matrix of reflection on the axis Ox in the Oxy-plane?
MAE101,30,CQ1_DN,How to multiply two matrices? Illustrate with examples.
MAE101,30,CT_CQ1,How to multiply two matrices? For example. Is it possible to multiply any two matrices together?
MAE101,31,CT_CQ1,Find matrix inverse. Using matrix transformations to reveal the geometrical meaning of matrix multiplication and inverse.
MAE101,31,HCM_CQ43,When is a square matrix invertible?
MAE101,31,HCM_CQ44,"Suppose A is an invertible matrix, how to find the inverse of A?"
MAE101,32,CT_CQ1,"State the properties of inverse matrices, providing examples."
MAE101,32,HCM_CQ45,What are the properties for the inverse existence of a matrix?
MAE101,33,CT_CQ1,"what are linear transformations? State the properties of linear transformations, with examples."
MAE101,34,CT_CQ1,How to find The Cofactor Expansion
MAE101,34,HCM_CQ46,"How to find the (i,j) -cofactor of a matrix?"
MAE101,34,HCM_CQ47,"What are (i,j)-cofactors used for?"
MAE101,35,CT_CQ1,How to calculate the determinant and its properties.
MAE101,35,HCM_CQ48,What is the determinant of a square matrix?
MAE101,36,CT_CQ1,State the relationship formulas between the determinant of a matrix and the inverse matrix.
MAE101,36,HCM_CQ49,Can you find determinant of non square matrices?
MAE101,36,HCM_CQ50,Give an example of computing the determinant of a matrix by using elementary operations.
MAE101,37,CQ1_DN,How to solve a linear system using Cramer's rule.
MAE101,37,CT_CQ1,"How can you use Cramer’s Rule to tell if a system of linear equations has one, zero, or infinitely many solutions?"
MAE101,37,HCM_CQ51,State the Cramer's Rule.
MAE101,38,CQ1_DN,"How to find the characteristic equation, the eigenvalues, and bases for the eigenspaces of the matrix."
MAE101,38,CT_CQ1,"Find the characteristic polynomial, eigenvalues and eigenvectors of matrix A. Provide examples."
MAE101,38,HCM_CQ52,What is the characteristic polynomial of a matrix?
MAE101,38,HCM_CQ53,What do we call the root of the characteristic polynomial of a matrix?
MAE101,39,CT_CQ1,"When is a matrix diagonalizable, give an example."
MAE101,40,HCM_CQ54,How to find eigenvalues of a 2x2 matrix? When is it diagonalizable for sure?
MAE101,40,HCM_CQ55,When do we guarantee a matrix is diagonalizable?
MAE101,41,HCM_CQ56,What are the applications of diagonalization of a matrix?
MAE101,42,CT_CQ1,What is the vector space R^n? for example
MAE101,42,HCM_CQ57,What is the vector space R^n?
MAE101,43,CT_CQ1,Find the equations of the line. For example.
MAE101,43,HCM_CQ58,How to determine the equation of a line in R^3?
MAE101,43,HCM_CQ59,Give the vector version of the equation of a line in R^3.
MAE101,44,CT_CQ1,"Calculate the distance from the point P to the line in each case and find the point Q on the line closest to P. P(3, 2, -1) line: x = 2 +t, y = 1-t, z = 3 - 2t."
MAE101,44,HCM_CQ60,Let U and V be vectors in R^n and V ≠ 0. What is the projection of U onto V?
MAE101,45,CT_CQ1,Find equation planes.
MAE101,45,HCM_CQ61,How to define a plane in R^3?
MAE101,45,HCM_CQ62,Give the vector version of the equation of a plane in R^3.
MAE101,46,CT_CQ1,"Show that if the diagonals of a parallelogram are perpendicular, it is necessarily a rhombus."
MAE101,46,HCM_CQ63,What is the major difference between cross product and dot product?
MAE101,47,CT_CQ1,Find the area of the triangle.
MAE101,47,HCM_CQ64,Why do we use cross products?
MAE101,48,CT_CQ1,"Find the matrix of the operator (reflection, projection, rotation) in R^2/ R^3."
MAE101,48,HCM_CQ65,Give an example of a linear transformation from R^3 to R^2.
MAE101,48,HCM_CQ66,Give an example of a linear transformation from R^3 to R^2 and indicate the matrix of this transformation.
MAE101,49,CT_CQ1,Find the matrix of the rotation in R^3 about the x axis through the angle θ (from the positive y axis to the positive z axis).
MAE101,49,HCM_CQ67,How is the determinant related to volume?
MAE101,50,CT_CQ1,What are the applications of transformation in computer graphics? For example.
MAE101,50,HCM_CQ68,What are the applications of transformation in computer graphics?
MAE101,50,HCM_CQ69,What is the projection matrix of an orthogonal projection along a line?
MAE101,51,CT_CQ1,When is U a subspace in R^3. For example.
MAE101,51,HCM_CQ70,How to determine whether a subset is a subspace of R^n?
MAE101,51,HCM_CQ71,Is R^n a subspace of itself?
MAE101,52,CT_CQ1,How to find a spanning set of a subspace?
MAE101,52,HCM_CQ72,How to find a finite spanning set of a subspace?
MAE101,53,CQ1_DN,How do you tell if a vector is linearly independent or dependent?
MAE101,53,CT_CQ1,How to find a basis of R^4.
MAE101,53,HCM_CQ73,What is linear dependence/ linear independence of a set of vectors?
MAE101,54,CQ1_DN,How do you find the basis and dimension of a subspace?
MAE101,54,CT_CQ1,Calculate the dimension of R^4.
MAE101,54,HCM_CQ74,What is the dimension of R^n?
MAE101,54,HCM_CQ75,How to define the dimension of a subspace of R^n?
MAE101,55,CT_CQ1,"Find the length of the vector, provide example."
MAE101,55,HCM_CQ76,How is the distance between two vectors related to dot product?
MAE101,56,CQ1_DN,What are orthogonal and orthonormal sets?
MAE101,56,CT_CQ1,Find the condition for the sets is orthogonal
MAE101,56,HCM_CQ77,What are orthogonal and orthonormal sets?
MAE101,56,HCM_CQ78,What is the main benefit of working with orthonormal sets?
MAE101,57,CQ1_DN,how to find the rank of a matrix?
MAE101,57,CT_CQ1,Show that the rank does not change when an elementary row or column operation is performed on a matrix.
MAE101,57,HCM_CQ79,How to determine the rank of a matrix in the determinant method?
MAE101,58,CT_CQ1,Find the relationship between rank of matrix and nullity
MAE101,58,HCM_CQ80,What is the rank and nullity of a linear transformation?
MAE101,58,HCM_CQ81,State some relationship between the rank and the nullity of a linear transformation.
MAE101,59,HCM_CQ82,What are positive definite matrices? Give an example.
MAE101,59,HCM_CQ83,"If A, B are positive definite matrices, is so A + B?"
MAE101,60,HCM_CQ84,List some applications of calculus and linear algebra in real life.
CEA201,1,CQ1.1,What is computer architecture? What is computer organization? Example?
CEA201,1,CQ1.2,What is the distinction between computer organization and computer architecture?
CEA201,2,CQ1.3,Explain about Structure of computer. Explain about Functions of computer.
CEA201,2,CQ1.4,What is the distinction between computer structure and computer function?
CEA201,3,CQ1.5,Present an overview of the evolution of computer through generations.
CEA201,4,CQ2.1,List and briefly define some of the techniques used in contemporary processors to increase speed.
CEA201,4,CQ2.2,Explain the concept of performance balance.
CEA201,5,CQ2.3,"Distinguish among multicore, MIC, and GPGPU organizations."
CEA201,6,CQ2.4,Explain about System Clock.
CEA201,6,CQ2.5,Summarize some of the issues in computer performance assessment.
CEA201,7,CQ3.1,Explain about major components of computer in a Top-lever view.
CEA201,8,CQ3.2,What general categories of functions are specified by computer instructions?
CEA201,8,CQ3.3,List and briefly define the possible states that define an instruction execution?
CEA201,8,CQ3.4,List and briefly define two approaches to dealing with multiple interrupts?
CEA201,9,CQ3.5,"What types of transfers must a computer’s interconnection structure (e.g., bus) support?"
CEA201,10,CQ4.1,What is the benefit of using a multiple-bus architecture compared to a single-bus architecture?
CEA201,11,CQ4.2,"What are the differences among sequential access, direct access, and random access?"
CEA201,11,CQ4.3,"What is the general relationship among access time, memory cost, and capacity?"
CEA201,12,CQ4.4,What is the cache memory?
CEA201,12,CQ4.5,How does the principle of locality relate to the use of multiple memory levels?
CEA201,13,CQ5.1,Explain about key elements of cache design.
CEA201,13,CQ5.2,"Distinguish among direct mapping, associative mapping, and set-associative mapping."
CEA201,14,CQ5.3,Explain the reasons for using multiple levels of cache. Explain the performance implications of multiple levels of memory.
CEA201,15,CQ5.4,"What are two interpretations of the term random-access memory. What is the difference between DRAM and SRAM in terms of application. What is the difference between DRAM and SRAM in terms of characteristics such as speed, size, and cost. Explain why one type of RAM is considered to be analog and the other digital?"
CEA201,15,CQ5.5,"What are some applications for ROM?  What are the differences among EPROM, EEPROM, and flash memory?"
CEA201,16,CQ6.1,Explain about error incident in a semiconductor memory system and error Correction.
CEA201,16,CQ6.2,How is the syndrome for the Hamming code interpreted.
CEA201,17,CQ6.3,How does SDRAM differ from ordinary DRAM?
CEA201,18,CQ6.4,What is the DDR DRAM?
CEA201,19,CQ7.1,What are the advantages of using a glass substrate for a magnetic disk? How are data written onto a magnetic disk? How are data read from a magnetic disk?
CEA201,19,CQ7.2,"Define the terms seek time, rotational delay, access time, and transfer time in disk performance parameters?"
CEA201,20,CQ7.3,What common characteristics are shared by all RAID levels?
CEA201,20,CQ7.4,Briefly define the seven RAID levels.
CEA201,21,CQ7.5,"How is redundancy achieved in a RAID system. In the context of RAID, what is the distinction between parallel access and independent access?"
CEA201,22,CQ8.1,Compare and contrast hard disk drives and solid disk drives.
CEA201,23,CQ8.2,"List three broad classifications of external, or peripheral, devices."
CEA201,23,CQ8.3,What is the International Reference Alphabet (IRA)? Give an example. What are the major functions of an I/O module?
CEA201,24,CQ8.4,List and briefly define three techniques for performing I/O?
CEA201,24,CQ8.5,What is the difference between memory-mapped I/O and isolated I/O?
CEA201,25,CQ9.1,What is the difference between programmed I/O and interrupt-driven I/O and discuss their relative merits.
CEA201,25,CQ9.2,"When a device interrupt occurs, how does the processor determine which device issued the interrupt. When a DMA module takes control of a bus, and while it retains control of the bus, what does the processor do?"
CEA201,26,CQ9.3,Present the evolution of the I/O Function.
CEA201,26,CQ9.4,Explain about characteristics of I/O Channels.
CEA201,27,CQ9.5,"Summarize, at a top level, the key functions of an operating system (OS)"
CEA201,28,CQ10.1,Discuss the evolution of operating systems for early simple batch systems to modern complex systems.
CEA201,29,CQ10.2,What is the difference between a process and a program?
CEA201,29,CQ10.3,List and briefly define the major types of OS scheduling.
CEA201,30,CQ10.4,Present some solutions in memory management. Assess the relative advantages of paging and segmentation.
CEA201,30,CQ10.5,What is the virtual memory? What is the purpose of a translation lookaside buffer?
CEA201,31,CQ11.1,What are digital circuits? What are the basic electronic components?
CEA201,32,CQ11.2,How can minimize a combinational circuits? Explain two methods and give examples.
CEA201,33,CQ11.3,What is a machine instruction? What are the typical elements of a machine instruction?
CEA201,34,CQ12.1,List and briefly explain five important instruction set design issues.
CEA201,35,CQ12.2,Why are transfer of control instructions needed? List and briefly explain two common ways of generating the condition to be tested in a conditional branch instruction.
CEA201,36,CQ12.3,What is meant by the term nesting of procedures? List three possible places for storing the return address for a procedure return.
CEA201,37,CQ13.1,Describe the various types of addressing modes common in instruction sets. Present an overview of x86 and ARM addressing modes.
CEA201,38,CQ13.2,Summarize the issues and trade-offs involved in designing an instruction format. Present an overview of x86 and ARM instruction formats.
CEA201,39,CQ13.3,Distinguish between machine language and computer language. Explain and give some examples to illustrate the differences between them.
CEA201,40,CQ14.1,List some reasons why it is worthwhile to study assembly language programming.
CEA201,41,CQ14.2,What is an assembly language? List some advantages/disadvantages of assembly language compared to high-level languages.
CEA201,42,CQ14.3,What are the typical elements of an assembly language statement?
CEA201,43,CQ15.1,List and briefly define four different kinds of assembly language statements.
CEA201,44,CQ15.2,What is the difference between a one-pass assembler and a two-pass assembler?
CEA201,45,CQ15.3,How is a program compiled?
CEA201,46,CQ16.1,Develop some basic console applications.
CEA201,47,CQ16.2,What general roles are performed by processor registers? What categories of data are commonly supported by user-visible registers?
CEA201,48,CQ16.3,What is the function of condition codes? What is a program status word?
CEA201,49,CQ17.1,"What is a program status word? Why is a two-stage instruction pipeline unlikely to cut the instruction cycle time in half, compared with the use of no pipeline?"
CEA201,50,CQ17.2,List and briefly explain various ways in which an instruction pipeline can deal with conditional branch instructions. How are history bits used for branch prediction?
CEA201,51,CQ17.3,What are some typical distinguishing characteristics of RISC organization? Briefly explain the two basic approaches used to minimize register-memory operations on RISC machines.
CEA201,52,CQ18.1,"If a circular register buffer is used to handle local variables for nested procedures, describe two approaches for handling global variables. What are some typical characteristics of a RISC instruction set architecture? What is a delayed branch?"
CEA201,53,CQ18.2,What is the essential characteristic of the superscalar approach to processor design? What is the difference between the superscalar and super pipelined approaches?
CEA201,54,CQ18.3,What is instruction-level parallelism? What is the distinction between instruction-level parallelism and machine parallelism?
CEA201,55,CQ19.1,List and briefly define three types of computer system organization.  What are the chief characteristics of an SMP (symmetric multiprocessor)? What are some of the potential advantages of an SMP compared with a uniprocessor? What are some of the key OS design issues for an SMP?
CEA201,56,CQ19.2,What is the difference between software and hardware cache coherent schemes? What is the meaning of each of the four states in the MESI protocol?
CEA201,57,CQ19.3,"What are differences among simple instruction pipelining, superscalar, and simultaneous multithreading."
CEA201,58,CQ20.1,Give several reasons for the choice by designers to move to a multicore organization rather than increase parallelism within a single processor.
CEA201,59,CQ20.2,Why is there a trend toward giving an increasing fraction of chip area to cache memory?
CEA201,60,CQ20.3,"At a top level, what are the main design variables in a multicore organization? List some advantages of a shared L2 cache among cores compared to separate dedicated L2 caches for each core."
CSD203,2,CQ1,Please list the advantages of Linked List over Array?
CSD203,2,CQ2,Please list the advantages of Array over Linked List?
CSD203,2,CQ3,"What are difference between Single, Circularly and Doubly Linked List"
CSD203,2,CQ1,What are difference between Stacks and Queue?
CSD203,4,CQ2,List the applications of Stack and Queue to specific problems
CSD203,4,CQ3,"What are difference between Queue, Double-Ended Queue and Priority Queue"
CSD203,4,CQ1,What are advantages of Binary Search over Linear Search?
CSD203,6,CQ2,What are pro and cons of recursion and tail-recursion?
CSD203,6,CQ3,Lis the application of recursion and tail-recursion to specific problems
CSD203,6,CQ1,What is Tree?
CSD203,8,CQ2,What are difference between Binary Tree and Binary Search Tree?
CSD203,8,CQ3,List the application of BT to specific problems
CSD203,8,CQ1,How to search value on a BST?
CSD203,10,CQ2,How to insert value into BST?
CSD203,10,CQ3,How to delete exist node of BST?
CSD203,10,CQ1,How to balancing BST?
CSD203,12,CQ2,What is AVL?
CSD203,12,CQ3,What is Heaps?
CSD203,14,CQ1,QWhat is Graphs?
CSD203,16,CQ2,How to descript the graph on Python?
CSD203,16,CQ3,What are difference between BFS and DFS?
CSD203,16,CQ1,How to find the shortest path from node S to node E?
CSD203,18,CQ2,What is Dijkstra?
CSD203,18,CQ3,How to find all shortest path from node S to node E?
CSD203,18,CQ1,How to find minimum spanning trees?
CSD203,20,CQ2,What is difference between Prim and Kruskal
CSD203,20,CQ3,What is Euler's tour and Euler's cycle?
CSD203,20,CQ1,"Compare performace between selection, bubble and inser sort?"
CSD203,22,CQ2,What is Quick sort?
CSD203,22,CQ3,Explain about finding pivot item and partitioning of an array in Quick sort algorithm.
CSD203,22,CQ1,"Compare performace between merge, heap and quick sort?"
CSD203,24,CQ2,What is Bucket sort?
CSD203,24,CQ3,What is radix-sort?
CSD203,24,CQ1,What is Hash and hash table?
CSD203,26,CQ2,What is collision and how to solve the problem?
CSD203,26,CQ3,How to apply hash in Java programming language?
CSD203,26,CQ1,What is KMP?
CSD203,28,CQ2,What is Huffman coding?
CSD203,28,CQ3,Compare between LZW and run-length encoding
DBI202,1,CQ1.1,Why do we need database?  How many stages of upgrade or development has the database gone through? Why did that happen? What is Database System?
DBI202,2,CQ1.2,What is a Database System and the role of Database Systems? What is a Database Management System? What and how can programmers do with the database?
DBI202,3,CQ1.3,"What is Data Model? What belong to a Data Model?How can we describe and give some examples of the Relations, Attributes, Tuples, Domains?"
DBI202,4,CQ2.1,"What are Relation instances, Schema, DB schema. How can we use SQL to define relation schemas?"
DBI202,5,CQ2.2,What is an Algebra? What is Relational Algebra? Why do we need Algebraic Query Language?
DBI202,6,CQ2.3,What are usecases of Relational Algebra Operations?
DBI202,7,CQ3.1,What are constraints on Relations?
DBI202,8,CQ3.2,How can we express constrains by relational algebra?
DBI202,9,CQ3.3,How can we use relational algebra to define constrains in some database?
DBI202,13,CQ5.1,What are Functional Dependencies? Why you need rules about Functional Dependencies? What is usecase of each rule?
DBI202,14,CQ5.2,"What are keys, super-keys, closure-sets, closing sets of FD’s and how to determine them?"
DBI202,15,CQ5.3,What are Anomalies? Can we solve Anomalies? How to solve?
DBI202,16,CQ6.1,Why should we decompose a relation?
DBI202,17,CQ6.2,"What is a simple way to normalize schema to 1NF, 2NF, 3NF, BCNF? Please, give some examples."
DBI202,18,CQ6.3,"What are the good, bad and ugly of decomposition?"
DBI202,22,CQ8.1,What is Database model? How can we describe the Database Design Process?
DBI202,23,CQ8.2,How many Level Database Model? What are they?
DBI202,24,CQ8.3,Why do we use Conceptual Design (or Logical Design)?
DBI202,25,CQ9.1,"What are Entity, Entity Set, Entity Instances, Attributes and others in ERD?"
DBI202,26,CQ9.2,What is a relationship and how to realize it? How can we draw an ERD?
DBI202,27,CQ9.3,Are there any principles or constraints in designing ERDs?
DBI202,34,CQ12.1,How can we use simple queries in some examples?
DBI202,35,CQ12.2,"How can we query data involving more than one relation? Please, give some examples."
DBI202,36,CQ12.3,What are subqueries? Can you apply them im some examples?
DBI202,37,CQ13.1,"How can we use grouping and aggregate functions? Please, give some examples."
DBI202,38,CQ13.2,What is HAVING clause? When should we use grouping and aggregate functions with HAVING clauses? Why?
DBI202,39,CQ13.3,"What are DDL, DML? How can we describe INSERT, UPDATE, DELETE queries? Please, give some examples."
DBI202,46,CQ16.1,How can we use SQL to create/modify constraints of a relation?
DBI202,47,CQ16.2,What is a trigger? Why do we use triggers?
DBI202,48,CQ16.3,How many components in a trigger? How to create a trigger?
JPD113,1,CQ1.1,"Tiếng Nhật có bao nhiêu kiểu chữ viết, chức năng của mỗi kiểu chữ ?"
JPD113,2,CQ1.2,Các chữ Hiragana sau： Hàng A:  あ、い、う、え、お Hàng K: か、き、く、け、こ được tạo thành từ các hình ảnh nào?
JPD113,3,CQ1.3,36 chữ Hiragana còn lại được tạo thành từ các hình ảnh nào?
JPD113,5,CQ2.1,Âm đục/ bán âm đục là những âm như thế nào? Cho ví dụ minh họa
JPD113,6,CQ2.2,Âm ghép là những âm như thế nào? Cho ví dụ minh họa
JPD113,7,CQ2.3,Giới thiệu một số câu chào hỏi cơ bản theo từng buổi trong tiếng Nhật?
JPD113,8,CQ3.1,Âm dài là những âm như thế nào? Cho ví dụ minh họa
JPD113,9,CQ3.2,Âm ngắt là những âm như thế nào? Cho ví dụ minh họa
JPD113,10,CQ3.3,"Các cách thể hiện sự xin lỗi, cảm ơn trong tiếng Nhật ?"
JPD113,21,CQ7.1,"Nội dung câu CQ7.1 Khi gặp mặt một ai đó lần đầu tiên, chúng ta sẽ chào hỏi như thế nào? Và chúng ta sẽ giới thiệu những thông tin gì về bản thân?"
JPD113,21,CQ7.2,"Nội dung câu CQ7.2 Hãy nêu những cách hỏi về tên, quốc tịch, nghề nghiệp bằng tiếng Nhật."
JPD113,22,CQ7.3,"Nội dung câu CQ7.3 So sánh mẫu câu khẳng định, phủ định, câu hỏi để nói những thông tin (tên, quốc tịch, nghề nghiệp) trong tiếng Nhật và tiếng Việt?"
JPD113,23,CQ7.4,"Nội dung câu CQ7.4 Trong hội thoại, khi người trả lời đồng ý hoặc không đồng ý với người nói sẽ có những cách diễn đạt khác nhau. Hãy chỉ ra cách diễn đạt đó như thế nào."
JPD113,24,CQ8.1,"Nội dung câu CQ8.1 Cách nói sinh nhật trong tiếng Nhật như thế nào? Nêu cụ thể cách nói sinh nhật mình, cách hỏi sinh nhật người khác và cho ví dụ."
JPD113,25,CQ8.2,Nội dung câu CQ8.2 Cách nói tuổi trong tiếng Nhật như thế nào?　Có những lưu ý gì khi đếm tuổi?
JPD113,26,CQ8.3,"Nội dung câu CQ8.3 Cách nói ngày, tháng trong tiếng Nhật như thế nào?"
JPD113,26,CQ8.4,Nội dung câu CQ8.4 Những lưu ý khi nói ngày tháng trong tiếng Nhật là gì? Có những quy tắc gì đặc biệt khi nói ngày tháng không?
JPD113,27,CQ9.1,"Nội dung câu CQ9.1 Khi muốn nói từ 2 sở thích trở lên, và muốn nói: Tôi cũng có sở thích như vậy"" thì chúng ta sẽ nói như thế nào?"""
JPD113,27,CQ9.2,"Nội dung câu CQ9.2 Khi nói về sở thích, chúng ta thường dùng những từ như thế nào? Tạo flash card hay dùng ảnh minh họa"
JPD113,28,CQ9.3,Nội dung câu CQ9.3 Cách nói sở thích của mình và hỏi sở thích của người khác như thế nào?
JPD113,29,CQ9.4,"Nội dung câu CQ9.4 Khi giới thiệu với một người lần đầu tiên gặp mặt về bản thân mình, bạn sẽ giới thiệu các thông tin gì? Nêu bài giới thiệu bằng tiếng Nhật."
JPD113,34,CQ12.1,"Nội dung câu CQ12.1 Khi vào trung tâm mua sắm, thường sử dụng những từ vựng gì?"
JPD113,35,CQ12.2,Nội dung câu CQ12.2 Khi muốn nói tầng trong tiếng Nhật thì nói như thế nào?( những tầng nào có cách đọc đặc biệt?)
JPD113,35,CQ12.3,Nội dung câu CQ12.3 Cách hỏi tầng trong tiếng Nhật như thế nào?
JPD113,36,CQ12.4,Nội dung câu CQ12.4 Khi muốn hỏi vị trí của nơi muốn mua đồ/ vị trí của vật... thì hỏi như thế nào?
JPD113,37,CQ13.1,Nội dung câu CQ13.1 Khi muốn trả lời vị trí của nơi / vị trí của vật một cách lịch sự... thì trả lời như thế nào?
JPD113,37,CQ13.2,Nội dung câu CQ13.2 Khi muốn hỏi tên của công ty của đối phương thì hỏi như thế nào?
JPD113,38,CQ13.3,Nội dung câu CQ13.3 Khi muốn hỏi giá sản phẩm thì hỏi như thế nào?
JPD113,39,CQ13.4,"Nội dung câu CQ13.4 Cách nói số hàng trăm, hàng nghìn, hàng vạn trong tiếng Nhật như thế nào?"
JPD113,39,CQ13.5,Nội dung câu CQ13.5 Sự khác nhau giữa これ・それ・あれ và  この・その・あの là gì?
JPD113,40,CQ14.1,"Nội dung câu CQ14.1 Sau khi hỏi giá sản phẩm, khi quyết định mua sắm sẽ nói như thế nào?"
JPD113,41,CQ14.2,Nội dung câu CQ14.2 Những từ vựng sử dụng trong nhà hàng liên quan đến ăn uống là gì?
JPD113,42,CQ14.3,Nội dung câu CQ14.3 Cách hỏi và trả lời món ăn (đồ uống) được làm từ gì như thế nào?
JPD113,43,CQ15.1,Nội dung câu CQ15.1 Cách hỏi 1 từ vựng nào đó sang ngôn ngữ khác là gì?
JPD113,43,CQ15.2,Nội dung câu CQ15.2 Cách hỏi xuất xứ của một món đồ là gì?
JPD113,44,CQ15.3,Nội dung câu CQ15.3 Muốn hỏi đồ vật này là của ai thì hỏi như thế nào?
JPD113,45,CQ15.4,Nội dung câu CQ15.4 Số đếm trong Hán tự được viết như thế nào?
JPD113,45,CQ15.5,"Nội dung câu CQ15.5 Cách đọc âm ON, âm KUN và ý nghĩa các chữ Hán trong bài 2 là gì?"
JPD123,1,CQ1.1,"Khi giới thiệu về thành phố hay đất nước mình, em sẽ giới thiệu những gì?  (câu trả lời bằng tiếng Việt hoặc tiếng Nhật)"
JPD123,2,CQ1.2,"A:Khi muốn biết thông tin về thành phố của một người bạn (tên thành phố, vị trí, thời gian di chuyển từ một thành phố lớn nào đó đến thành phố của B), em sẽ hỏi bạn đó như thế nào bằng tiếng Nhật?   B: Khi có người bạn muốn biết thông tin về thành phố của mình (tên, vị trí, thời gian di chuyển từ một thành phố lớn nào đó đến thành phố của bạn), em sẽ trả lời thế nào bằng tiếng Nhật?"
JPD123,3,CQ1.3,"Khi phải viết bài giới thiệu về vị trí  thành phố của mình, em sẽ viết những gì?"
JPD123,4,CQ2.1,"A: Trong tiếng Nhật có mấy cách hỏi về đặc điểm của một nơi nào đó (đất nước/thành phố/trường học,etc)?  B: Trong tiếng Nhật, khi nói về sự đối lập hay bổ sung thông tin, người ta  dùng ngữ pháp gì?"
JPD123,5,CQ2.2,"Khi viết bài giới thiệu đặc điểm chung của thành phố mình bằng tiếng Nhật mà phải sử dụng các từ nối そして、が, em phải nói như thế nào?"
JPD123,6,CQ2.3,Các chữ Hán trong bài 4 có cách đọc Hán Việt là gì? Ý nghĩa ra sao? Các hình ảnh liên tưởng để có thể nhớ được các chữ Hán đó?
JPD123,7,CQ3.1,"A: Muốn biết về các địa danh ở  thành phố của B và đặc điểm của các địa danh đó, phải hỏi thế nào bằng tiếng Nhật?  B: Phải dùng cấu trúc gì để trả lời cho câu hỏi của A?"
JPD123,8,CQ3.2,"A: Muốn hỏi về đặc điểm thời tiết và các món ăn nổi tiếng của thành phố của B, phải dùng cấu trúc gì trong tiếng Nhật?  B: Phải dùng cấu trúc gì để trả lời cho câu hỏi của A? *Câu hỏi của tiết 8,9,10"
JPD123,11,CQ3.3,"Khi phải viết bài giới thiệu bằng tiếng Nhật về thành phố của mình với các thông tin như tên, vị trí, đặc điểm, địa danh, món ăn, thời tiết, bạn viết gì?"
JPD123,19,CQ6.1,"Nội dung câu hỏi CQ 6.1　 Trong kì nghỉ tới, em sẽ làm gì? Cách diễn tả hành động mà em sẽ thực hiện trong tiếng Nhật?"
JPD123,19,CQ6.2,Nội dung câu hỏi CQ 6.2　  どこか khác gì どこへ・どこで？何か khác gì 何が・何を？Nêu ví dụ minh họa.
JPD123,20,CQ6.3,"Nội dung câu hỏi CQ 6.3　 Khi nói về các hành động đã diễn ra hoặc đã không xảy ra trong quá khứ, các bạn nói như thế nào?"
JPD123,20,CQ7.4,"Nội dung câu hỏi CQ6.4 Cuối tuần vừa qua, bạn đã làm gì? Tham gia vào các hoạt động gì? Kể lại cho các bạn biết ( bằng tiếng Nhật)"
JPD123,22,CQ7.1,"Nội dung câu CQ 7.1 Tính từ đuôi na, đuôi I chia thời hiện tại, hiện tại phủ định; quá khứ, quá khứ phủ định ra sao?"
JPD123,23,CQ7.2,Nội dung câu CQ 7.2 Tính từ trong tiếng Nhật có mấy loại? Đặc điểm của từng loại? Lấy ví dụ. Hãy chỉ ra cách kết hợp trạng từ với tính từ trong tiếng Nhật.
JPD123,24,CQ7.3,"Nội dung câu CQ 7.3 A: Trong tiếng Nhật, khi muốn hỏi B về một trải nghiệm tuần vừa qua, em sẽ bắt đầu câu chuyện như thế nào? Cần hỏi tiếp gì để có thể tiếp tục câu chuyện?  B:Phải dùng cấu trúc gì để trả lời các câu hỏi cảu A bằng tiếng Nhật?"
JPD123,24,CQ7.4,"Nội dung câu CQ 7.4 Muốn sử dụng mẫu hội thoại ""Tại sao…?"" - ""Vì lý do…."" thì chúng ta sử dụng mẫu câu như thế nào?"
JPD123,25,CQ8.1,Nội dung câu CQ 8.1 Em thích hay ghét cái gì?  Cách nói đó trong tiếng Nhật ra sao?
JPD123,26,CQ8.2,Nội dung câu CQ 8.2 Hiện tại em đang muốn có cái gì ? Cách nói này trong tiếng Nhật ra sao? Cần chú ý gì với mẫu câu này?
JPD123,26,CQ8.3,Nội dung câu CQ 8.3 Thể たい được thành lập như thế nào? Cần chú ý gì khi sử dụng mẫu câu này? Lập một  đoạn hội thoại 2 người có dùng ngữ pháp たい.
JPD123,27,CQ8.4,"Nội dung câu CQ 8.4 'Bạn sẽ đi Nhật chứ? Đi Nhật để làm gì?' ….Cách diễn tả ý nghĩa: ""đi đâu để làm gì"" trong tiếng Nhật ra sao?"
JPD123,31,CQ11.1,"Nội dung câu CQ11.1 Khi muốn mời gọi, rủ rê người khác cùng mình làm  gì đó, sử dụng cấu trúc ngữ pháp gì trong Tiếng Nhật?"
